"fake_review","fake_review_date","fake_review_rating","fake_user_link","fake_user_name"
"I am impressed by the texture of the meats at this restaurant and the astounding service even when seated at the bar (sit at the bar for shorter waits!). We ordered a flywheel, roasted bone marrow, milk braised pork shoulder, lamb ribs, beef tenderloin, and affogato. Unfortunately, we were served two of the better dishes before the other two and were slightly disappointed by the latter. But the simple dessert was a nice wrap up. The roasted bone marrow was served first and was delicious! The server also briefly taught us how to eat it properly when he served it to us. The acidity from the salad, the sea salt and the smooth fatty bone marrow on top of a nicely toasted toast is a combo that keeps you wanting for more. Next, we were served the beef tenderloin which came with something like a fancier beef patty. The star of this dish is really the beef tenderloin with the sauce around the plate. I have never had such tender beef. The milk braised pork shoulder is covered in a light coat of gravy and served on top of very light and fluffy mash potatoes. While I love the flavors of the gravy, pork and mash potatoes, there was just too much pork for two to enjoy. Regardless, the pork itself was cooked to perfection yet again and it easily fell apart in my mouth. The last dish was the lamb ribs. The ribs were covered in too much of the smoky sauce, which was too strong of a taste for my liking. Again, the lamb meat itself tasted delicious; it was cooked perfectly and slid right off the bone. To finish the dinner, we ordered the affogato dessert which is vanilla bean gelato with a shot of espresso. It was a delightful, light dessert. The service here is impeccable. The multiple servers really made sure we enjoyed our meal entirely. I would love to visit again when I'm back in Chicago and try all the other items on their menu!","2/16/2017","4.0 star rating","https://www.yelp.com/user_details?userid=N7Wvh6UZUyGt5ZsDQlKmSw","Alyssa W."
"DON'T CALL IT A COMEBACK!Well actually, since I was away from reviewing for a little while due to being locked out of my previous account (and not being able to reset the password) and decided to create a new account and earn my Yelp Elite status back -- so yes, it is a comeback.To initiate phase #2 of my Yelping experience, I decided to start with the tourist favorite and ""no reservation haven"" The Purple Pig. With so many great restaurants here in Chicago, we both have always avoided this place due to the fact that there is usually a long wait because of their ""no reservations"" policy. Yet, we decided that a Monday night a 6pm couldn't be THAT busy. We were partially correct about this. Although we only had to wait about 15 minutes for a table, the restaurant was definitely still packed to the brim throughout our dining experience. Pro-tip: If you have only two people, you will have a MUCH shorter wait than if you have 4 or more people.The food for the most part was pretty good, especially the Pigs Ears and surprisingly enough, the Caramelized Carrots. However, my biggest gripe was how SALTY certain dishes were. The main perpetrator of this was the Octopus, which was accompanied with green beans and potatoes and was covered in a Salsa Verde. However, rather than let the flavors of the Octopus and Salsa come through, the only flavor I got was ""salt"". We politely let the waiter know and he brought us a second dish that was MUCH better, so definite plus for customer service -- just not a fan that I had to ask for something to be taken back at a semi-upscale restaurant. If I had friends come in town and want to eat there, I would first check the calendar and time to make sure it was not a Saturday at 7pm and would probably go back because it was pretty good food. However, this is not a restaurant I would seek out to go back to on my own.","4/5/2017","3.0 star rating","https://www.yelp.com/user_details?userid=pbXJ_gWVS5t-YcwjPPkSOQ","Ross H."
"I just... it was... the food... no words. It is loud, crowded, and busy which means not much ambiance. But the food. THE FOOD. The flavors are adventurous without trying too hard. We had a bunch of tapas/antipasti dishes: the roasted cauliflower salad, the roasted beets with goat cheese, the pistachio butter smear, the cornbread, and tuna. And the chicken kebabs with tzaziki. It was all incredible. The beat dish was perfect, sweet, salty, vinegary, and the coast cheese was the perfect amount of richness to both cut and complement the beets, and it was topped with chipped pistachios. I don't know how to appropriately describe each dish other than all the flavors perfectly complemented each other. They also have a pretty incredible wine menu. It's huge. The tempranillo our waitress suggested was again, perfect. For how busy they were and how crowded it was the service was fast and some of the friendliest we experienced visiting Chicago. GO HERE!","4/6/2017","5.0 star rating","https://www.yelp.com/user_details?userid=3khSHw23Ni2F9iraSGDAOQ","Audra B."
"One of the best dining experiences! The food was top notch! Must try their milk braised pork shoulder, it was melt in your mouth tender and the mashed potato pairing with it was fantastic. I also tried the octopus with green beans and fingerling potatoes, and I must say by far the best octopus dish I have ever had. The bone marrow dish which is supposed to be their signature and most liked dish was a little scarce in serving, me and and my husband took like two little bites of it and it was over, kind of like just for tasting purposes. I loved their desert wine - croix du mont. over all fantastic experience! Can't wait to try their other menu items!Service and Ambience -Loud music in the background, seats placed so close to each other that you might mistakenly eat food from your neighbors table haha! When we came we were told there is 1 hour wait, on sat afternoon, but then someone canceled their reservation and we got our chance in like 10mins. Waitress was very sweet and food came out quickly! Parking -No budget parking available nearby, we had to pay $40 for 3 hours of parking at a nearby paid parking lot. Please do research parking before you come to save money.","2/14/2017","5.0 star rating","https://www.yelp.com/user_details?userid=_A_v81ZWwp5CVFF0GsWwmA","Tanuja S."
"Hello, Yelpers. This is a fantastic restaurant at an affordable price. My friends recommended me to try the fried pig's ears, the pork shoulders, duck rillette (neck) and roasted bone marrow. I was skeptical at first, but I must say that all of them tasted great! Recommendation: come early because you cannot make a reservation in advance, and this place is packed during busy hours!","4/19/2017","5.0 star rating","https://www.yelp.com/user_details?userid=L42ZA6O2exBEPRi1MsFJYw","Arthur G."
"Super busy restaurant with great food! We were able to sit at the bar for drinks and a meal. The service wasn't excellent or anything overly personal but based on how busy the restaurant was its understandable. We ordered two starters and a main to share. The starters were incredible - burrata and beet salad. These were both perfect dishes: well seasoned, unique, and delicious. We order a pork steak which was over seasoned and lacked finesse (especially compared to the first two dishes). Would absolutely recommend!","4/18/2017","4.0 star rating","https://www.yelp.com/user_details?userid=InVj2ANF6i5dTduV9EE7dw","Courtney A."
"Goosebump-inducing is how I'd describe the meal we had here. My friend and I were just walking around Chicago when I noticed we were walking past this place around 12:30 on a Wednesday afternoon. It was pretty crowded during lunchtime, and I heard of the long waits here, so we made a quick pitstop as this was perfect timing. We had no wait and were seated at one of the high-top communal tables, though I wish we sat at the bar area where you can see the chefs prepare everything. I've never had bone marrow before so I was all for ordering it after taking a quick peek at all the Yelp tips, and we also got the pork shoulder. We split the two appetizers and a couple of drinks and that was more than enough. Keep in mind, we had just eaten a full meal so I wasn't hungry at all! I finished everything that was left as my friend tapped out from the flavor and density of the bone marrow and pork shoulder. The bone marrow came out topped with this cilantro and onion mix that was tossed in some kind of oil (or maybe even the marrow juices), with some salt on the side, perfectly toasted and buttered bread, and the humongous bone that was the star of the show. The kind server instructed us to spread the marrow on the bread, toss some of the cilantro mix on top, and sprinkle some salt. My skin pricked right up on my first bite and I got the shivers, it was that good! I normally hate cilantro, but everything just went great together.The pork shoulder was also amazing, and just melted in my mouth. There was this cheesy mashed potato on the bottom and drizzled on top of the shoulder that put this over the top.This might've been my favorite meal I had in Chicago, and it was totally spur of the moment (my favorite)! I really can't recommend this place more, even the service was top notch. During the time my friend was catching his breath outside from the richness of the marrow and pork shoulder, a server came by and refolded his napkin perfectly. The little things definitely still matter!","10/8/2016","5.0 star rating","https://www.yelp.com/user_details?userid=Kk4k6bjtHYk3RRkt0DJRPg","Matthew L."
"If you're feeling like trying something exotic or something new, then the purple pig is for you!As a visitor of Chicago, the purple pig was highly recommended by the locals, and I can see why! My friend and I came here on a Friday evening, after a long day of exploring downtown Chicago. We came in between the switch of the lunch menu to the dinner menu. Which we had the option of ordering from both. I got the pig ear as an appetizer, then had the bone marrow, and ended the amazing meal with some lamb ribs. Surprising the pig ear was very crunch but was very addicting! I could not stop eating. Just when I didn't think it could get any better, the bone marrow came. It's a very unique dish where you scrape off the bone marrow from the bone and put it onto the bread. I'm not a huge lamb fan, but decided to try it based off of the reviews on Yelp. It surprised me! The lamb was sweet.Word of advice: make a reservation! Or arrive early if you don't have a reservation. My friend and I walked in at 4:30 for dinner and when we walked out at 5:30, the wait was already an hour long on a Friday night!","10/14/2016","4.0 star rating","https://www.yelp.com/user_details?userid=Q-jK9xcsxKFFuGM2YmuNPA","Shelly S."
"A Chicago dining hotspot and honestly one of the best restaurants I have ever eaten at. Period. Be warned they do not take reservations and this place is very very popular so if you come anytime close to dinner you will surely have a wait before being seated and I can only imagine waits get very long on weekends.I came here for a late dinner on a tuesday night after getting out of a show at Second City. It was a little after 10 PM when I arrived and though I was seated immediately after walking in the place was still very busy. The best way to describe Purple Pig is a smaller and somewhat cheaper version of Girl & the Goat. You have to be a bit adventurous if you plan on dining here otherwise this restaurant is really not for you. The menu here is a bit exotic and as the waitress put it the name of the game is to try as many little plates as possible until you are filled up.I started my meal off with the calamari, fregola, radishes, cucumbers, and pistachios dish. This dish was a good start but it just didn't pack the out of this world flavor I was expecting. For my second course at my waitress's recommendation I went with the lamb ribs with harissa, treviso marmalade, Isreali couscous, and orange. Now this dish definitely had that out of this world flavor I was searching for. I quickly added it to my list of top five greatest things I've ever eaten. According to the waitress that is their most popular dish. To finish my meal I went with the squid stuffed with prosciutto and bread crumbs with santorini fava puree and charmoula. This dish was excellent and very flavorful as well and I thoroughly enjoyed it.Service is great here. All of the dishes came out pretty fast. The setting is a bit crowded and you are in relatively close quarters to the tables adjacent to you. Its quite loud in this restaurant so expect to talk loud in order to carry on good conversation with your dining companions. Overall this is one of my favorite restaurants I've been to. Next time I am in Chicago I will definitely be back to try more of their menu.","10/1/2016","5.0 star rating","https://www.yelp.com/user_details?userid=ozVlStttOsOZ7TqJIxGq8A","John K."
"Very good food, and it came fast but I would suggest ordering your drink as soon as you get here. It took them 15 minutes to make me a dirty martini. Other than the wait on the drink it was a good late night snack.","4/28/2017","4.0 star rating","https://www.yelp.com/user_details?userid=81hSo7C98r2Zgpd2AQnygQ","Patrick L."
"Had to stop by again.. This time to try some other dishes and of course, order the charcuterie platter again. Charcuterie board: Got the premium platter this time, where everything was house made. There were at least 15 types on the platter. No pates or terrines this time, but everything was good in their own way. Standouts: blood sausage, tongue, lardo, and some others I couldn't catch the name.Pork neck gravy: This is like a glorified marinara sauce with tender, shredded pork neck meat and fresh ricotta, done up where it's just enough savory, sweet, and creamy that made for amazingness on bread.Pig tongue: another favorite that combined contrasting flavors and textures, but worked so well. The tongue tender and tangy. Wish it was more than just three bites..The JLT: The JLT or pork jowl (cured pork cheek) was also a favorite. The unctuousness of the jowl was soo good. And the egg on top took the cake.A must when in Chicago, just go during off hours to avoid a wait","9/29/2016Updatedreview","5.0 star rating","https://www.yelp.com/user_details?userid=v2yN8ZNW3fMC_xZP9CkZLQ","Vera N."
"The short: This place is built for carnivores, but I ventured over for some beets, eggplant, and ice cream that didn't disappoint. Vegetarians it's worth a try - just order a bunch of sides. The long: The Hype: This place is hyped. It is literally one of the first places mentioned everytime I ask for a place to eat in Chicago. It was crowded at 10pm on a Wednesday night, but I got a spot at the very corner of the bar. The Looks: I Instagram-ed the entrance because it looks straight out of an old time movie about Chicago - especially at 10pm on a rainy day. It's right on Michigan Avenue so the whole street is beautiful. The food looks amazing too.The Taste: The bartender/my waiter told me I could basically get the whole left side of the menu (not 100% true) which is tapas. I was going to order 3, but he cautioned me so I got 2: the beets and the eggplant. Beets - Wow I took 1 bite of the beets with the pistachio yogurt and my brain started tingling (not sure how else to describe it...). Definitely an almost overwhelming amount of favor. Eggplant - The eggplant was less intense, but still packed with flavor and served over grilled pita bread with black garlic purée. A good filing vegetarian dish. Olive Oil Gelato - Probably the best ice cream I've ever had. Cooled down my stomach after all of the intense flavors. Glad I came - it was worth the hype! --------------------------------------------------Request for business -  mark things off with a little (V) for vegetarian on the menu? It's make life a lot easier for customers and your waiters.","10/27/2016","4.0 star rating","https://www.yelp.com/user_details?userid=VO21I2Hw6oWMXLzvP1QLnA","Nishad J."
"Everything we ordered was delicious...chicken thigh kabobs, bone marrow, pig ears with crispy kale! Highly recommend this place! Would definitely come back.","4/9/2017","4.0 star rating","https://www.yelp.com/user_details?userid=cOm3gdsfo5MqORZd36LiSg","Marie C."
"What can be said about Purple Pig that hasn't been said already? The food here really is amazing. My girlfriends and I came for a ""snack"" in between meals when visiting Chicago but after finishing our mouthwatering tapas we definitely wanted more. We couldn't stop talking about how great the food was for the rest of our trip.-Roasted bone marrow: flavorful and delicious. -Pork shoulder: perfectly cooked that it just melts in your mouth especially combined with the mashed potatoes. Mmmm, this was our favorite!! -Salt and vinegar beef tendons chips: crunchy and had the right amount of vinegar that it doesn't become overwhelming.-Chorizo stuffed olives: tasty but we weren't crazy about this dish. Thought it was a little pricey for 5 olives. Purple Pig is a must try when visiting Chi-town. Keep in mind these are all small plates that are meant for sharing. Also, there is almost always a wait. Come in and put your name on the list, they'll call you when your table is ready. There's a lot of shopping near by to help you pass time.","10/24/2016","5.0 star rating","https://www.yelp.com/user_details?userid=VbMJW1_jeqI-lWe6-vXcWQ","Lisa H."
"Chowed down here after running the Chicago Marathon. There were a lot of other runners here celebrating. The place was jam packed but the service was still excellent. The bartender recommended an excellent beer called Off Colour which I really enjoyed. Light, a bit fruity and so refreshing. A marathoner's gotta re-hydrate, you know. And to re-fuel, I selected a whipped burrata-filled cannoli with corn salsa that was absolutely delicious. Of course we also had their famous bone marrow smear with crusty bread which was every bit as good as everyone says. By then we were feeling great and just relaxed and enjoyed our surroundings. The inside was quite cramped and noisy but once we moved out to the enclosed patio, there was more room and it was lovely. The food here is amazing. I will keep going back to this place every time I'm in Chicago. You can't go wrong no matter what you choose.","10/10/2016","5.0 star rating","https://www.yelp.com/user_details?userid=_A8CO1V40LPIkXqE-LTYTg","Linda M."
"I have to start by saying that this place is a hole in the wall, which makes it an extremely crowded place. I was intimidated by the amount of people inside the restaurant and outside. We decided to give it a try since we wanted something different from our usual dinner choices. I am glad we got passed the accommodations, which are by no means ideal, as we had to seat on a large, stool high table with a bunch of other strangers. The food was absolutely worth it. We ordered three dishes from the ""a la plancha"" section of the menu. The milk braised pork shoulder was so tender, that we didn't need a knife and was surrounded by a deliciously gravy drenched mash potatoes. The meatballs were very soft and flavorful as were the chicken kabobs. Portions were perfect for sharing but definitely work as a standalone meal.Awesome food and now that I know they make tasty stuff, I may get more adventurous choices like pork sweet breads or pig tail","4/13/2017","5.0 star rating","https://www.yelp.com/user_details?userid=EeCnlfj8RSIC5cWH7wZwoA","Lina L."
"The plates are tapas style, so, shareable bites. We enjoyed the wine (#177) diver scallops, the ice cream potato chips, octopus, and the pork shoulder. David, our server, was incredible; very much part of the experience. Finish off with an amazing lemon bar? Perfect dinner with friends.","4/27/2017","5.0 star rating","https://www.yelp.com/user_details?userid=w5rTlfs_wuKjU3GmaB5Q5g","Jen H."
"We had heard about this place from others. My friend and I went for tapas and wine. The menu was incredibly creative with very unusual and delicious combinations. We seriously moaned in delight as we made our way through various tapas. The wine was very good--sorry, I forgot which one we had. Our server was OK; it was busy and he was not particularly attentive. It is very crowded so not a place for an intimate dinner.My chair was broken and I cut my finger on it quite badly, but the manager was very attentive and concerned. He gave us a free half bottle of wine for the hassle (probably should have footed the whole bill, actually). I would definitely return there because the food was really quite amazing although expensive. Would give it 4-1/2 stars due to service and crowded use of space.","4/13/2017","4.0 star rating","https://www.yelp.com/user_details?userid=skHoHBuD6Zufr1hJaW4eBQ","Susan S."
"Food is awesome and the waiters and sooo nice. The atmospheric is really cool too.herbert was a super awesome waiter","4/15/2017","5.0 star rating","https://www.yelp.com/user_details?userid=UFROjUzdAlQEAoGkSLEWGQ","Shuna G."
"Our experience at The Purple Pig was a Yelp 3-star ""A-OK."" The food was OK (presentation was great) and the service and ambiance were good.I chose The Purple Pig for our group (of five) for lunch because it popped up on Yelp as one of the highest-rated and most-reviewed restaurants on The Magnificent Mile. We were already on the Mag Mile, so I wanted to choose a place that was within walking distance. The Purple Pig is located near the south end of the Mag Mile, a few blocks north of the river.This is a modern, happening tapas (small plates) restaurant with a bar, covered patio, and open kitchen. The restaurant isn't huge, but it's not tiny either. It's popular - at the time of writing this review, it's already got 4,581 reviews (!) - and it was packed during our Sunday afternoon visit around 1pm. They *do not* take reservations. It's first come, first served. We were lucky and were seated immediately at one of the communal high-tops near the kitchen.As with any tapas restaurant, the dishes here are best shared. I asked our server, Andi, to give us her recommendations and she starred all the popular and most suggested items on the menu. This list should give you a good idea of the restaurant's offerings as well as pricing:Antipasti:* Broccoli with roasted garlic, toasted breadcrumbs, and anchovy vinaigrette ($8)* Calamari with fregola, radishes, cucumbers, & pistachios ($10)* Charred cauliflower with toasted breadcrumbs, cornichons, and parsley ($9)* Salt-roasted beets with whipped goat cheese and pistachio vinaigrette ($9)Smears:* Roasted bone marrow with herb salad and Sicilian sea salt ($14)Fried Items:* Pig's ear with crispy kale, pickled cherry peppers, and fried egg ($10)A La Plancha, Etc.* Octopus with green beans, fingerling potatoes, and salsa verde ($16)* Turkey leg confit with crispy lentils, napa cabbage, and agrodolce ($17)* Pork blade steak with 'nduja and honey ($17)* Squid stuffed with prosciutto and breadcrumbs, Santorini fava puree, and charmoula ($15)* Milk braised pork shoulder with mashed potatoes ($13)From the above recommendations, we ended up going with the broccoli, calamari, pig's ear, and octopus. In addition, we also ordered:* Chicken thigh kebabs with fried smashed potatoes and tzatziki ($14)In general, the food wasn't bad, but it wasn't memorable either. I can't say I had a favorite. All of the ingredients seemed fresh and flavorful enough (for the most part).The anchovy vinaigrette made the broccoli a bit salty.The calamari wasn't as my friends expected (fried calamari). Instead, the calamari was more like a cold pasta dish with lots of fregola (small pasta balls, similar to couscous) and thin, tart, vinegary radish and cucumber slices. Out of the dishes we ordered, we left the most of this one behind.The strips of pig's ear were hard and crispy (kind of like chips). I think our table was in agreement that the ear strips were kinda bland. The fried egg on top was a nice touch though.There really wasn't enough octopus to go around in the octopus dish. What little there was was good, however. Thick and flavorful.If I had to pick a favorite, it'd be the chicken thigh kebabs. The tender chicken and filling potatoes were simple, tasty, and comforting.Andi did an excellent job taking care of us. Dishes came out from the kitchen as they were ready, instead of all out at once (Andi asked us what we preferred and we chose the former). A Purple Pig branded glass bottle of water was left at our table so we didn't need to wait for refills on water. All of the staff we interacted with were welcoming and friendly.There are only two single-stall restrooms and there was always a line for the restrooms throughout the entire duration of our visit.","9/8/2016","3.0 star rating","https://www.yelp.com/user_details?userid=j14WgRoU_-2ZE1aw1dXrJg","Daniel B."
"We came at 5PM on a Sunday and there was no wait. They serve great flavorful creative tapas so it is a great place to come with a group of friends (they have big tables inside).We started of with the pork tongue with macaroni salad. You can skip this one. It was good but tasted similar to Bakkwa (Chinese pork jerky). The fried pig's ear with crispy kale and egg was amazing. We also had broccoli with lemon vinaigrette (good veggie option, but not as interesting as other dishes). The bone marrow was very generous (we got 2 big bones and 6 slices of toast). Very rich. The octopus tentacle entree was great (tender) but we were quite full already.Don't miss their dessert. We got 10-layer nutella crepe with banana sorbet and marshmallow and it was a bomb. My girlfriend loved it.","11/5/2016","5.0 star rating","https://www.yelp.com/user_details?userid=JKVvXX-hdybAf0f2ZJ9vrQ","Norases V."
"Everything I tried at The Purple Pig was extremely rich and super salty! A few dishes here were unfortunately so salty to the point that I couldn't actually eat them. But I still love the concept and innovation and have heard so many great things about TPP over the years that I'd consider giving them a second chance in the future. If you're visiting Chi-town for just a little bit and don't want to spend all your time waiting for a table, just aim for a later dinner and you should be okay. If you were planning on doing some major catching up with an old friend or something, just be prepared to sit pretty close to other random customers and possibly share a table. Just take it as an opportunity to meet awesome new people!","3/29/2017","3.0 star rating","https://www.yelp.com/user_details?userid=u2VHGBc2VkUZHIzdP0DtiQ","Ann H."
"Worth the wait!  This place is always busy. I came here for dinner and the wait was 2.5 hours... Which meant I would have to eat at 11:30pm which I couldn't do. But i did come here the next morning right when they opened and we didn't have to wait. I actually got really lucky because it was already packed and there were only a handful of seats open.Food: well you know I had to try the bone marrow. I demolished that like no tomorrow. Basically, it was delicious so you need to order it when you come here!2nd dish: we ordered the pork blade that came with a small side of salad. It was pretty good but not as amazing as the bone marrow. 3rd dish: I ordered two types of cheeses with fig and pita chips. I wish I ordered this first before I demolished a giant piece if pork. But everything I ate was really good here. Overall, I give this a 5/5 because of the fast service, great food selections and portion sizes, and not too expensive but still worth the money food prices. I will be back!","9/5/2016","5.0 star rating","https://www.yelp.com/user_details?userid=S9VYcFNU_YR0JQbwmmdZPA","Sarah A."
"Came here with the girlfriend after a disappointing dinner at a supposedly good restaurant. We got to the Purple Pig around 9:30pm and we were seated immediately. Luckily, we still had a good appetite for this fantastic restaurant. We were kindly greeted by our attentive waiter and he gave us remarkable suggestions about what dishes to order. As a result, we ordered the milk braised pork shoulder and the fried pig ear. The milk braised pork shoulder was heavenly and literally melted in your mouth because the meat was extremely tender and soft. This dish was such a good value too because the portion size was large enough to split between two people and it came with a good amount of creamy mashed potatoes. If you come to Purple Pig you have to order the pork shoulder, it's definitely one of the best dishes that they have! Unfortunately, the fried pig ear with crispy kale was a bit underwhelming. The small fried strips of pig ear did not really taste flavorful and it seemed as though you were just eating fried bits of dough. However, the dish did come with a perfectly cooked fried egg and the kale was flavorful and crunchy. Overall, the fried pig ear could use some improvement in perfecting the flavor of the pig ear, but this dish is definitely a good value. If you see Purple Pig on Michigan Avenue and if there is no line or wait, then you have to come visit this amazing establishment. Even if there is a wait, Purple Pig is totally worth it.","3/30/2017","4.0 star rating","https://www.yelp.com/user_details?userid=5WoEc6cQwyA9kufJNi6Yow","Johnny C."
"I found this place from yelp since this place is with very good rating.  I made my stop in a Friday afternoon for a drink. Wow! This place was really crowded. I was able to grab a seat by the bar. I was sitting there for about 10 min and not being helped. But after I finally had an eye contact with the bartender, I got help right away. And the service was really nice and attentive.  By recommendation from the couple sitting next to me, I ordered two small bites from the menu-whipped burrito cannoli with butter squash and broccoli and roasted garlic. The whipped burrito- it looks like an Italian desert but with both sweet and savory taste. It's a simple taste but was amazing. The roasted garlic- this was really cool. While you can still enjoy the original taste of broccoli and also you can enjoy the flavor of garlic and vinaigrette.The interior was cozy and no wonder it's a popular place in Chicago!","10/16/2016","4.0 star rating","https://www.yelp.com/user_details?userid=DNmGVmGPvwr88suI7P3lCQ","Ashley Y."
"Came for lunch, and talked about said lunch for the next two days. Went back for dinner; have talked about said dinner for the two days after that! Remarkable food, efficient and gregarious staff, and a great wine list make The Purple Pig an amazing option for any occasion. Over our two meals we tried the salt-roasted beets with goat cheese (AMAZING), various charcuterie (all very good, though occasionally a little thickly sliced), the chorizo sandwich (good, but less standout), the lamb ribs (really tasty, but a little cartilage-y), and the olive oil poached tuna (fantastic!).At lunch, a water carafe was placed on our table, but our glasses never made it past half empty before a roving server filled them from his/her own pitcher, particularly remarkable as we were at the just-got-off-an-airplane level of parched. Truly impeccable service.At dinner, we were expecting a 90 minute wait, but spied two chairs at the bar. As we headed toward them, a gentleman stepped protectively in front of them and we pulled back. He called out to us, saying ""No, no, I work here--I'm guarding these for you!"" The bartender (Alan/Allen?) was charming and cultivated a playful atmosphere that led to us making some new friends at the bar and having an altogether wonderful time. Can't wait to be in this neighborhood again!","1/9/2017","5.0 star rating","https://www.yelp.com/user_details?userid=Ri4xmSrehzGEqbR1EWAhAw","Melanie Z."
"I'm really glad I came here on a Monday at 3 pm because I was able to avoid the wait that everyone seems to be talking about! Was seated immediately but still surprised to see the place half full. The food here was really amazing and is deserving of a 5 star rating. The antipasti we ordered, Broccoli with Roasted Garlic, Toasted Breadcrumbs, and Anchovy Vinaigrette, was the best broccoli I've ever had in my life. We also had the Fava Bean Smear, Pig's Ear with Crispy Kale, Picked Cherry Peppers, and Fried Egg (amazing, esp when the yolk broke), and the lamb with couscous and pomegranate (flavors were too intense but good nonetheless). After trying the food here, I questioned why Purple Pig only had 4 stars.Based off of my experience, Purple Pig gets a 4 instead of a 5 because of the obnoxious waitress we had. It was raining when we went to Purple Pig, so my bf let me wear his rain boots. They were too large for me so when I got new ones and gave them back to him, he put them on the wrong foot. The first thing our waitress said to us as soon as we were seated was, ""JUST SO YOU KNOW YOUR SHOES ARE ON BACKWARDS"" (caps to exemplify her loud tone). That could have been whispered. Secondly, I ordered a glass of sparkling wine with my lunch and the waitress asked to see my ID but didn't do so for the other person in my party. I think it goes w/o saying that if you card one person in the party, you need to card the whole party. But on top of that, as I was reaching for my ID, she surmised, ""HMM YOU MUST BE A '94.... OH YOU'RE A '95, THE 21 CLUB!"" (again, caps to exemplify loud tone).. Like, thank you for announcing my age to the restaurant. When it was my bf's turn to order a drink, he wanted a pinot noir.. the waitress' response was ""No, why don't you have this instead"". Going with the flow, my bf said sure, but didn't like her recommendation so sent it back. She then brought out another red w/o consulting him about what it was going to be (and he didn't like that choice either). She also said ""you must not have a lot of red experience""... (IRL my bf actually refuses to drink anything but red). We switched staff in the middle of the meal and the second waiter was a lot more calm. Anyway, the service aspect of my Purple Pig experience provided considerable amusement, if anything.tl;dr = great food, nice ambiance.","1/17/2017","4.0 star rating","https://www.yelp.com/user_details?userid=l2BKLmsvlaTKMEPcZBDPCw","Jessica C."
"Food was great. Portions were divinely precise. Atmosphere was heavenly.  I'd recommend this place to anyone not from Chicago.","4/12/2017","5.0 star rating","https://www.yelp.com/user_details?userid=bumXmP9n_5SvFDBKl7cF6w","Bikim B."
"Atmosphere was noisy and a bit crowded. I felt like I could hear my next door neighbor chewing and I didnt mean to eavesdrop but FUCK YOUR BOYFRIEND hes a dirt bag! Haha.We ordered the kale caesar salad (was scrumptious)Smoked pig tongue (tasted like teriyaki jerky without the spices) meh. Too small. Sardines on toast (sardines... eh over cured and tasted like canned sardines. The toast was soggy.)Spanish mackerel, just like the sardine.. it was canned, limp, and salty as hell. The Pork Blade Steak w/Nduja & Honey (SALTY AS HELL. The honey was also salty. So salty it made my lips pucker)","1/22/2017","2.0 star rating","https://www.yelp.com/user_details?userid=Z3nqAGgsB8bYGd0xc-tFAQ","Catherine Y."
"Sooooo good! Definitely try the milk braised pork shoulder! Grilled broccoli! Best I ever had!!! Housemade nduja cheese crostini was amazing!!Everything was amazing! Great wine list!Great food, ambience and our waiter was great! Would return!!","4/7/2017","5.0 star rating","https://www.yelp.com/user_details?userid=EzEjhvFq8SDBOAnHEFlp_A","Jonna C."
"Another Chicago hotspot that you should plan in advance to visit.  The place was packed.  Unfortunately, we didn't know we'd have to plan in advance.  So, when my coworker and I arrived, the place was pretty full.  We waited about 40 minutes for a table and it was pretty late in the evening.  When we were finally seated, it was at a large family style table with other people we didn't know.  Not all bad for me because I'll talk to anyone.  I just feel bad for the people who had to sit next to me (leaning over their shoulder all like...""hey, what did you get?""  ""what brings you to town?""  The point is, the food was good - if you're anti-social, this isn't the place for you.","4/21/2017","4.0 star rating","https://www.yelp.com/user_details?userid=GVyI78wozUCt7UWyW1j0Hg","Tiffany N."
"Had a wonderful visit while on a trip to Chicago! The person I was traveling with had been told to go here for great small plates with a Mediterranean feel, and we weren't disappointed at all. It's a small spot and seems to be full constantly. We only waited about 5 minutes before we were taken to a small table. Our server was wonderful and explained how everything worked. She told us to order everything we wanted at first and she would space it out for us. We decided on a handful of plates to try a little of everything. First, the country bread with whipped lardo & cultured butter. It was absolutely delicious. The bread was almost griddled, and had a French toast feel to it. It was delicious. Next, the bone marrow with a parsley & caper salad with bread. The bone marrow had GREAT flavor and the bread was delicious. Also on the bread side (we love it can't you tell??), salt cured Greek yogurt with an apple-pistachio compote. It had almost the taste of goat cheese and the compote was sweet and tangy. Keeping with the carb theme, homemade potato tots (""patatas bravas"") with a Harissa sauce and some other sauce. They were tangy and delicious. For veggies, we had the broccoli with roasted garlic, breadcrumbs, and anchovy vinaigrette. This dish was DELICIOUS. Super savory and tangy. It was my friend's favorite dish of the night. I absolutely loved it, too. My favorite dish of the night was roast chicken thigh kebabs with roasted smashed potatoes on the most amazing tzatziki I've ever had. This was seriously so good. They also have an incredibly extensive wine menu, so there is something for everyone. All in all, go here. It's wonderful and you won't be disappointed.","1/20/2017","5.0 star rating","https://www.yelp.com/user_details?userid=u-UdLTffTXLW6ivKl40mtA","Katelyn M."
